country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline
Indonesia,Special Region of Yogyakarta,2021-06-15,-6
Indonesia,Special Region of Yogyakarta,2021-06-16,-13
Indonesia,Special Region of Yogyakarta,2021-06-17,-3
Indonesia,Special Region of Yogyakarta,2021-06-18,-9
Indonesia,Special Region of Yogyakarta,2021-06-19,-23
Indonesia,Special Region of Yogyakarta,2021-06-20,-10
Indonesia,Special Region of Yogyakarta,2021-06-21,-12
Indonesia,Special Region of Yogyakarta,2021-06-22,-8
Indonesia,Special Region of Yogyakarta,2021-06-23,-11
Indonesia,Special Region of Yogyakarta,2021-06-24,-13
Indonesia,Special Region of Yogyakarta,2021-06-25,-12
Indonesia,Special Region of Yogyakarta,2021-06-26,-18
Indonesia,Special Region of Yogyakarta,2021-06-27,-17
Indonesia,Special Region of Yogyakarta,2021-06-28,-16
Indonesia,Special Region of Yogyakarta,2021-06-29,-14
Indonesia,Special Region of Yogyakarta,2021-06-30,-16
Indonesia,Special Region of Yogyakarta,2021-07-01,-13
Indonesia,Special Region of Yogyakarta,2021-07-02,-16
Indonesia,Special Region of Yogyakarta,2021-07-03,-30
Indonesia,Special Region of Yogyakarta,2021-07-04,-34
Indonesia,Special Region of Yogyakarta,2021-07-05,-25
Indonesia,Special Region of Yogyakarta,2021-07-06,-27
Indonesia,Special Region of Yogyakarta,2021-07-07,-28
Indonesia,Special Region of Yogyakarta,2021-07-08,-31
Indonesia,Special Region of Yogyakarta,2021-07-09,-34
Indonesia,Special Region of Yogyakarta,2021-07-10,-41
Indonesia,Special Region of Yogyakarta,2021-07-11,-40
Indonesia,Special Region of Yogyakarta,2021-07-12,-31
Indonesia,Special Region of Yogyakarta,2021-07-13,-31
Indonesia,Special Region of Yogyakarta,2021-07-14,-32
Indonesia,Special Region of Yogyakarta,2021-07-15,-32
Indonesia,Special Region of Yogyakarta,2021-07-16,-35
Indonesia,Special Region of Yogyakarta,2021-07-17,-40
Indonesia,Special Region of Yogyakarta,2021-07-18,-41
Indonesia,Special Region of Yogyakarta,2021-07-19,-30
Indonesia,Special Region of Yogyakarta,2021-07-20,-48
Indonesia,Special Region of Yogyakarta,2021-07-21,-34
Indonesia,Special Region of Yogyakarta,2021-07-22,-32
Indonesia,Special Region of Yogyakarta,2021-07-23,-34
Indonesia,Special Region of Yogyakarta,2021-07-24,-38
Indonesia,Special Region of Yogyakarta,2021-07-25,-37
Indonesia,Special Region of Yogyakarta,2021-07-26,-27
Indonesia,Special Region of Yogyakarta,2021-07-27,-26
Indonesia,Special Region of Yogyakarta,2021-07-28,-27
Indonesia,Special Region of Yogyakarta,2021-07-29,-27
Indonesia,Special Region of Yogyakarta,2021-07-30,-29
Indonesia,Special Region of Yogyakarta,2021-07-31,-34
Indonesia,Special Region of Yogyakarta,2021-08-01,-31
Indonesia,Special Region of Yogyakarta,2021-08-02,-25
Indonesia,Special Region of Yogyakarta,2021-08-03,-25
Indonesia,Special Region of Yogyakarta,2021-08-04,-22
Indonesia,Special Region of Yogyakarta,2021-08-05,-21
Indonesia,Special Region of Yogyakarta,2021-08-06,-23
Indonesia,Special Region of Yogyakarta,2021-08-07,-27
Indonesia,Special Region of Yogyakarta,2021-08-08,-26
Indonesia,West Java,2020-02-15,-6
Indonesia,West Java,2020-02-16,-6
Indonesia,West Java,2020-02-17,-4
Indonesia,West Java,2020-02-18,-5
Indonesia,West Java,2020-02-19,-1
Indonesia,West Java,2020-02-20,-1
Indonesia,West Java,2020-02-21,1
Indonesia,West Java,2020-02-22,0
Indonesia,West Java,2020-02-23,-4
Indonesia,West Java,2020-02-24,-6
Indonesia,West Java,2020-02-25,-3
Indonesia,West Java,2020-02-26,-1
Indonesia,West Java,2020-02-27,2
Indonesia,West Java,2020-02-28,0
Indonesia,West Java,2020-02-29,5
Indonesia,West Java,2020-03-01,4
Indonesia,West Java,2020-03-02,9
Indonesia,West Java,2020-03-03,5
Indonesia,West Java,2020-03-04,-1
Indonesia,West Java,2020-03-05,7
Indonesia,West Java,2020-03-06,4
Indonesia,West Java,2020-03-07,8
Indonesia,West Java,2020-03-08,1
Indonesia,West Java,2020-03-09,4
Indonesia,West Java,2020-03-10,3
Indonesia,West Java,2020-03-11,6
Indonesia,West Java,2020-03-12,3
Indonesia,West Java,2020-03-13,6
Indonesia,West Java,2020-03-14,-7
Indonesia,West Java,2020-03-15,-10
Indonesia,West Java,2020-03-16,-11
Indonesia,West Java,2020-03-17,-9
Indonesia,West Java,2020-03-18,-10
Indonesia,West Java,2020-03-19,-18
Indonesia,West Java,2020-03-20,-23
Indonesia,West Java,2020-03-21,-25
Indonesia,West Java,2020-03-22,-36
Indonesia,West Java,2020-03-23,-27
Indonesia,West Java,2020-03-24,-31
Indonesia,West Java,2020-03-25,-34
Indonesia,West Java,2020-03-26,-32
Indonesia,West Java,2020-03-27,-33
Indonesia,West Java,2020-03-28,-42
Indonesia,West Java,2020-03-29,-50
Indonesia,West Java,2020-03-30,-37
Indonesia,West Java,2020-03-31,-34
Indonesia,West Java,2020-04-01,-28
Indonesia,West Java,2020-04-02,-30
Indonesia,West Java,2020-04-03,-33
Indonesia,West Java,2020-04-04,-43
Indonesia,West Java,2020-04-05,-46
Indonesia,West Java,2020-04-06,-34
Indonesia,West Java,2020-04-07,-32
Indonesia,West Java,2020-04-08,-31
Indonesia,West Java,2020-04-09,-30
Indonesia,West Java,2020-04-10,-41
Indonesia,West Java,2020-04-11,-43
Indonesia,West Java,2020-04-12,-48
Indonesia,West Java,2020-04-13,-33
Indonesia,West Java,2020-04-14,-33
Indonesia,West Java,2020-04-15,-35
Indonesia,West Java,2020-04-16,-33
Indonesia,West Java,2020-04-17,-38
Indonesia,West Java,2020-04-18,-45
Indonesia,West Java,2020-04-19,-47
Indonesia,West Java,2020-04-20,-33
Indonesia,West Java,2020-04-21,-35
Indonesia,West Java,2020-04-22,-34
Indonesia,West Java,2020-04-23,-30
Indonesia,West Java,2020-04-24,-50
Indonesia,West Java,2020-04-25,-52
Indonesia,West Java,2020-04-26,-56
Indonesia,West Java,2020-04-27,-44
Indonesia,West Java,2020-04-28,-45
Indonesia,West Java,2020-04-29,-39
Indonesia,West Java,2020-04-30,-38
Indonesia,West Java,2020-05-01,-42
Indonesia,West Java,2020-05-02,-46
Indonesia,West Java,2020-05-03,-51
Indonesia,West Java,2020-05-04,-38
Indonesia,West Java,2020-05-05,-36
Indonesia,West Java,2020-05-06,-40
Indonesia,West Java,2020-05-07,-59
Indonesia,West Java,2020-05-08,-60
Indonesia,West Java,2020-05-09,-64
Indonesia,West Java,2020-05-10,-68
Indonesia,West Java,2020-05-11,-58
Indonesia,West Java,2020-05-12,-58
Indonesia,West Java,2020-05-13,-55
Indonesia,West Java,2020-05-14,-50
Indonesia,West Java,2020-05-15,-49
Indonesia,West Java,2020-05-16,-53
Indonesia,West Java,2020-05-17,-56
Indonesia,West Java,2020-05-18,-52
Indonesia,West Java,2020-05-19,-43
Indonesia,West Java,2020-05-20,-40
Indonesia,West Java,2020-05-21,-30
Indonesia,West Java,2020-05-22,-37
Indonesia,West Java,2020-05-23,-49
Indonesia,West Java,2020-05-24,-60
Indonesia,West Java,2020-05-25,-48
Indonesia,West Java,2020-05-26,-43
Indonesia,West Java,2020-05-27,-44
Indonesia,West Java,2020-05-28,-39
Indonesia,West Java,2020-05-29,-48
Indonesia,West Java,2020-05-30,-47
Indonesia,West Java,2020-05-31,-48
Indonesia,West Java,2020-06-01,-37
Indonesia,West Java,2020-06-02,-40
Indonesia,West Java,2020-06-03,-38
Indonesia,West Java,2020-06-04,-38
Indonesia,West Java,2020-06-05,-39
Indonesia,West Java,2020-06-06,-41
Indonesia,West Java,2020-06-07,-42
Indonesia,West Java,2020-06-08,-36
Indonesia,West Java,2020-06-09,-37
Indonesia,West Java,2020-06-10,-34
Indonesia,West Java,2020-06-11,-32
Indonesia,West Java,2020-06-12,-34
Indonesia,West Java,2020-06-13,-36
Indonesia,West Java,2020-06-14,-36
Indonesia,West Java,2020-06-15,-32
Indonesia,West Java,2020-06-16,-32
Indonesia,West Java,2020-06-17,-30
Indonesia,West Java,2020-06-18,-30
Indonesia,West Java,2020-06-19,-32
Indonesia,West Java,2020-06-20,-33
Indonesia,West Java,2020-06-21,-35
Indonesia,West Java,2020-06-22,-32
Indonesia,West Java,2020-06-23,-30
Indonesia,West Java,2020-06-24,-30
Indonesia,West Java,2020-06-25,-28
Indonesia,West Java,2020-06-26,-31
Indonesia,West Java,2020-06-27,-30
Indonesia,West Java,2020-06-28,-31
Indonesia,West Java,2020-06-29,-28
Indonesia,West Java,2020-06-30,-23
Indonesia,West Java,2020-07-01,-21
Indonesia,West Java,2020-07-02,-25
Indonesia,West Java,2020-07-03,-24
Indonesia,West Java,2020-07-04,-23
Indonesia,West Java,2020-07-05,-24
Indonesia,West Java,2020-07-06,-24
Indonesia,West Java,2020-07-07,-21
Indonesia,West Java,2020-07-08,-22
Indonesia,West Java,2020-07-09,-21
Indonesia,West Java,2020-07-10,-24
Indonesia,West Java,2020-07-11,-24
Indonesia,West Java,2020-07-12,-26
Indonesia,West Java,2020-07-13,-24
Indonesia,West Java,2020-07-14,-26
Indonesia,West Java,2020-07-15,-23
Indonesia,West Java,2020-07-16,-22
Indonesia,West Java,2020-07-17,-24
Indonesia,West Java,2020-07-18,-24
Indonesia,West Java,2020-07-19,-27
Indonesia,West Java,2020-07-20,-24
Indonesia,West Java,2020-07-21,-26
Indonesia,West Java,2020-07-22,-23
Indonesia,West Java,2020-07-23,-24
Indonesia,West Java,2020-07-24,-24
Indonesia,West Java,2020-07-25,-23
Indonesia,West Java,2020-07-26,-25
Indonesia,West Java,2020-07-27,-23
Indonesia,West Java,2020-07-28,-22
Indonesia,West Java,2020-07-29,-18
Indonesia,West Java,2020-07-30,-8
Indonesia,West Java,2020-07-31,-26
Indonesia,West Java,2020-08-01,-23
Indonesia,West Java,2020-08-02,-22
Indonesia,West Java,2020-08-03,-17
Indonesia,West Java,2020-08-04,-20
Indonesia,West Java,2020-08-05,-17
Indonesia,West Java,2020-08-06,-16
Indonesia,West Java,2020-08-07,-19
Indonesia,West Java,2020-08-08,-19
Indonesia,West Java,2020-08-09,-21
Indonesia,West Java,2020-08-10,-17
Indonesia,West Java,2020-08-11,-20
Indonesia,West Java,2020-08-12,-15
Indonesia,West Java,2020-08-13,-20
Indonesia,West Java,2020-08-14,-18
Indonesia,West Java,2020-08-15,-17
Indonesia,West Java,2020-08-16,-17
Indonesia,West Java,2020-08-17,-12
Indonesia,West Java,2020-08-18,-20
Indonesia,West Java,2020-08-19,-14
Indonesia,West Java,2020-08-20,-9
Indonesia,West Java,2020-08-21,-16
Indonesia,West Java,2020-08-22,-22
Indonesia,West Java,2020-08-23,-26
Indonesia,West Java,2020-08-24,-20
Indonesia,West Java,2020-08-25,-19
Indonesia,West Java,2020-08-26,-17
Indonesia,West Java,2020-08-27,-15
Indonesia,West Java,2020-08-28,-17
Indonesia,West Java,2020-08-29,-18
Indonesia,West Java,2020-08-30,-19
Indonesia,West Java,2020-08-31,-16
Indonesia,West Java,2020-09-01,-15
Indonesia,West Java,2020-09-02,-15
Indonesia,West Java,2020-09-03,-13
Indonesia,West Java,2020-09-04,-16
Indonesia,West Java,2020-09-05,-17
Indonesia,West Java,2020-09-06,-17
Indonesia,West Java,2020-09-07,-16
Indonesia,West Java,2020-09-08,-16
Indonesia,West Java,2020-09-09,-16
Indonesia,West Java,2020-09-10,-15
Indonesia,West Java,2020-09-11,-16
Indonesia,West Java,2020-09-12,-18
Indonesia,West Java,2020-09-13,-21
Indonesia,West Java,2020-09-14,-21
Indonesia,West Java,2020-09-15,-22
Indonesia,West Java,2020-09-16,-17
Indonesia,West Java,2020-09-17,-18
Indonesia,West Java,2020-09-18,-21
Indonesia,West Java,2020-09-19,-22
Indonesia,West Java,2020-09-20,-31
Indonesia,West Java,2020-09-21,-24
Indonesia,West Java,2020-09-22,-28
Indonesia,West Java,2020-09-23,-24
Indonesia,West Java,2020-09-24,-24
Indonesia,West Java,2020-09-25,-24
Indonesia,West Java,2020-09-26,-25
Indonesia,West Java,2020-09-27,-31
Indonesia,West Java,2020-09-28,-24
Indonesia,West Java,2020-09-29,-24
Indonesia,West Java,2020-09-30,-20
Indonesia,West Java,2020-10-01,-19
Indonesia,West Java,2020-10-02,-20
Indonesia,West Java,2020-10-03,-22
Indonesia,West Java,2020-10-04,-22
Indonesia,West Java,2020-10-05,-21
Indonesia,West Java,2020-10-06,-22
Indonesia,West Java,2020-10-07,-19
Indonesia,West Java,2020-10-08,-20
Indonesia,West Java,2020-10-09,-22
Indonesia,West Java,2020-10-10,-24
Indonesia,West Java,2020-10-11,-22
Indonesia,West Java,2020-10-12,-21
Indonesia,West Java,2020-10-13,-22
Indonesia,West Java,2020-10-14,-18
Indonesia,West Java,2020-10-15,-18
Indonesia,West Java,2020-10-16,-25
Indonesia,West Java,2020-10-17,-21
Indonesia,West Java,2020-10-18,-22
Indonesia,West Java,2020-10-19,-25
Indonesia,West Java,2020-10-20,-25
Indonesia,West Java,2020-10-21,-25
Indonesia,West Java,2020-10-22,-19
Indonesia,West Java,2020-10-23,-20
Indonesia,West Java,2020-10-24,-23
Indonesia,West Java,2020-10-25,-23
Indonesia,West Java,2020-10-26,-23
Indonesia,West Java,2020-10-27,-20
Indonesia,West Java,2020-10-28,-5
Indonesia,West Java,2020-10-29,2
Indonesia,West Java,2020-10-30,-12
Indonesia,West Java,2020-10-31,-24
Indonesia,West Java,2020-11-01,-19
Indonesia,West Java,2020-11-02,-17
Indonesia,West Java,2020-11-03,-15
Indonesia,West Java,2020-11-04,-14
Indonesia,West Java,2020-11-05,-17
Indonesia,West Java,2020-11-06,-16
Indonesia,West Java,2020-11-07,-17
Indonesia,West Java,2020-11-08,-18
Indonesia,West Java,2020-11-09,-19
Indonesia,West Java,2020-11-10,-18
Indonesia,West Java,2020-11-11,-15
Indonesia,West Java,2020-11-12,-15
Indonesia,West Java,2020-11-13,-17
Indonesia,West Java,2020-11-14,-19
Indonesia,West Java,2020-11-15,-16
Indonesia,West Java,2020-11-16,-19
Indonesia,West Java,2020-11-17,-19
Indonesia,West Java,2020-11-18,-17
Indonesia,West Java,2020-11-19,-16
Indonesia,West Java,2020-11-20,-18
Indonesia,West Java,2020-11-21,-20
Indonesia,West Java,2020-11-22,-20
Indonesia,West Java,2020-11-23,-22
Indonesia,West Java,2020-11-24,-24
Indonesia,West Java,2020-11-25,-17
Indonesia,West Java,2020-11-26,-12
Indonesia,West Java,2020-11-27,-17
Indonesia,West Java,2020-11-28,-17
Indonesia,West Java,2020-11-29,-17
Indonesia,West Java,2020-11-30,-18
Indonesia,West Java,2020-12-01,-15
Indonesia,West Java,2020-12-02,-12
Indonesia,West Java,2020-12-03,-12
Indonesia,West Java,2020-12-04,-16
Indonesia,West Java,2020-12-05,-16
Indonesia,West Java,2020-12-06,-26
Indonesia,West Java,2020-12-07,-19
Indonesia,West Java,2020-12-08,-16
Indonesia,West Java,2020-12-09,-9
Indonesia,West Java,2020-12-10,-14
Indonesia,West Java,2020-12-11,-16
Indonesia,West Java,2020-12-12,-18
Indonesia,West Java,2020-12-13,-21
Indonesia,West Java,2020-12-14,-19
Indonesia,West Java,2020-12-15,-18
Indonesia,West Java,2020-12-16,-15
Indonesia,West Java,2020-12-17,-13
Indonesia,West Java,2020-12-18,-16
Indonesia,West Java,2020-12-19,-17
Indonesia,West Java,2020-12-20,-19
Indonesia,West Java,2020-12-21,-16
Indonesia,West Java,2020-12-22,-15
Indonesia,West Java,2020-12-23,-10
Indonesia,West Java,2020-12-24,-7
Indonesia,West Java,2020-12-25,-12
Indonesia,West Java,2020-12-26,-20
Indonesia,West Java,2020-12-27,-21
Indonesia,West Java,2020-12-28,-14
Indonesia,West Java,2020-12-29,-16
Indonesia,West Java,2020-12-30,-10
Indonesia,West Java,2020-12-31,0
Indonesia,West Java,2021-01-01,-20
Indonesia,West Java,2021-01-02,-20
Indonesia,West Java,2021-01-03,-27
Indonesia,West Java,2021-01-04,-18
Indonesia,West Java,2021-01-05,-18
Indonesia,West Java,2021-01-06,-16
Indonesia,West Java,2021-01-07,-13
Indonesia,West Java,2021-01-08,-19
Indonesia,West Java,2021-01-09,-30
Indonesia,West Java,2021-01-10,-20
Indonesia,West Java,2021-01-11,-20
Indonesia,West Java,2021-01-12,-24
Indonesia,West Java,2021-01-13,-22
Indonesia,West Java,2021-01-14,-25
Indonesia,West Java,2021-01-15,-28
Indonesia,West Java,2021-01-16,-34
Indonesia,West Java,2021-01-17,-31
Indonesia,West Java,2021-01-18,-31
Indonesia,West Java,2021-01-19,-30
Indonesia,West Java,2021-01-20,-28
Indonesia,West Java,2021-01-21,-29
Indonesia,West Java,2021-01-22,-29
Indonesia,West Java,2021-01-23,-30
Indonesia,West Java,2021-01-24,-34
Indonesia,West Java,2021-01-25,-28
Indonesia,West Java,2021-01-26,-27
Indonesia,West Java,2021-01-27,-24
Indonesia,West Java,2021-01-28,-21
Indonesia,West Java,2021-01-29,-25
Indonesia,West Java,2021-01-30,-28
Indonesia,West Java,2021-01-31,-23
Indonesia,West Java,2021-02-01,-24
Indonesia,West Java,2021-02-02,-22
Indonesia,West Java,2021-02-03,-23
Indonesia,West Java,2021-02-04,-23
Indonesia,West Java,2021-02-05,-20
Indonesia,West Java,2021-02-06,-24
Indonesia,West Java,2021-02-07,-34
Indonesia,West Java,2021-02-08,-25
Indonesia,West Java,2021-02-09,-21
Indonesia,West Java,2021-02-10,-18
Indonesia,West Java,2021-02-11,-13
Indonesia,West Java,2021-02-12,-14
Indonesia,West Java,2021-02-13,-23
Indonesia,West Java,2021-02-14,-26
Indonesia,West Java,2021-02-15,-22
Indonesia,West Java,2021-02-16,-23
Indonesia,West Java,2021-02-17,-20
Indonesia,West Java,2021-02-18,-26
Indonesia,West Java,2021-02-19,-23
Indonesia,West Java,2021-02-20,-28
Indonesia,West Java,2021-02-21,-26
Indonesia,West Java,2021-02-22,-23
Indonesia,West Java,2021-02-23,-23
Indonesia,West Java,2021-02-24,-21
Indonesia,West Java,2021-02-25,-17
Indonesia,West Java,2021-02-26,-16
Indonesia,West Java,2021-02-27,-14
Indonesia,West Java,2021-02-28,-17
Indonesia,West Java,2021-03-01,-17
Indonesia,West Java,2021-03-02,-17
Indonesia,West Java,2021-03-03,-15
Indonesia,West Java,2021-03-04,-18
Indonesia,West Java,2021-03-05,-17
Indonesia,West Java,2021-03-06,-19
Indonesia,West Java,2021-03-07,-20
Indonesia,West Java,2021-03-08,-19
Indonesia,West Java,2021-03-09,-16
Indonesia,West Java,2021-03-10,-11
Indonesia,West Java,2021-03-11,-2
Indonesia,West Java,2021-03-12,-17
Indonesia,West Java,2021-03-13,-16
Indonesia,West Java,2021-03-14,-17
Indonesia,West Java,2021-03-15,-16
Indonesia,West Java,2021-03-16,-21
Indonesia,West Java,2021-03-17,-16
Indonesia,West Java,2021-03-18,-18
Indonesia,West Java,2021-03-19,-17
Indonesia,West Java,2021-03-20,-16
Indonesia,West Java,2021-03-21,-19
Indonesia,West Java,2021-03-22,-19
Indonesia,West Java,2021-03-23,-19
Indonesia,West Java,2021-03-24,-18
Indonesia,West Java,2021-03-25,-15
Indonesia,West Java,2021-03-26,-12
Indonesia,West Java,2021-03-27,-20
Indonesia,West Java,2021-03-28,-14
Indonesia,West Java,2021-03-29,-14
Indonesia,West Java,2021-03-30,-17
Indonesia,West Java,2021-03-31,-13
Indonesia,West Java,2021-04-01,-1
Indonesia,West Java,2021-04-02,4
Indonesia,West Java,2021-04-03,-12
Indonesia,West Java,2021-04-04,-10
Indonesia,West Java,2021-04-05,-10
Indonesia,West Java,2021-04-06,-9
Indonesia,West Java,2021-04-07,-7
Indonesia,West Java,2021-04-08,-3
Indonesia,West Java,2021-04-09,-4
Indonesia,West Java,2021-04-10,-5
Indonesia,West Java,2021-04-11,-9
Indonesia,West Java,2021-04-12,-2
Indonesia,West Java,2021-04-13,-32
Indonesia,West Java,2021-04-14,-25
Indonesia,West Java,2021-04-15,-22
Indonesia,West Java,2021-04-16,-18
Indonesia,West Java,2021-04-17,-24
Indonesia,West Java,2021-04-18,-25
Indonesia,West Java,2021-04-19,-20
Indonesia,West Java,2021-04-20,-16
Indonesia,West Java,2021-04-21,-14
Indonesia,West Java,2021-04-22,-14
Indonesia,West Java,2021-04-23,-15
Indonesia,West Java,2021-04-24,-16
Indonesia,West Java,2021-04-25,-17
Indonesia,West Java,2021-04-26,-13
Indonesia,West Java,2021-04-27,-13
Indonesia,West Java,2021-04-28,-11
Indonesia,West Java,2021-04-29,-5
Indonesia,West Java,2021-04-30,-3
Indonesia,West Java,2021-05-01,-1
Indonesia,West Java,2021-05-02,-3
Indonesia,West Java,2021-05-03,2
Indonesia,West Java,2021-05-04,2
Indonesia,West Java,2021-05-05,3
Indonesia,West Java,2021-05-06,3
Indonesia,West Java,2021-05-07,5
Indonesia,West Java,2021-05-08,-2
Indonesia,West Java,2021-05-09,0
Indonesia,West Java,2021-05-10,13
Indonesia,West Java,2021-05-11,16
Indonesia,West Java,2021-05-12,18
Indonesia,West Java,2021-05-13,-5
Indonesia,West Java,2021-05-14,1
Indonesia,West Java,2021-05-15,-6
Indonesia,West Java,2021-05-16,-7
Indonesia,West Java,2021-05-17,4
Indonesia,West Java,2021-05-18,3
Indonesia,West Java,2021-05-19,4
Indonesia,West Java,2021-05-20,1
Indonesia,West Java,2021-05-21,-4
Indonesia,West Java,2021-05-22,-7
Indonesia,West Java,2021-05-23,-6
Indonesia,West Java,2021-05-24,-7
Indonesia,West Java,2021-05-25,1
Indonesia,West Java,2021-05-26,15
Indonesia,West Java,2021-05-27,4
Indonesia,West Java,2021-05-28,3
Indonesia,West Java,2021-05-29,-8
Indonesia,West Java,2021-05-30,2
Indonesia,West Java,2021-05-31,7
Indonesia,West Java,2021-06-01,16
Indonesia,West Java,2021-06-02,5
Indonesia,West Java,2021-06-03,8
Indonesia,West Java,2021-06-04,4
Indonesia,West Java,2021-06-05,3
Indonesia,West Java,2021-06-06,0
Indonesia,West Java,2021-06-07,3
Indonesia,West Java,2021-06-08,2
Indonesia,West Java,2021-06-09,5
Indonesia,West Java,2021-06-10,6
Indonesia,West Java,2021-06-11,-1
Indonesia,West Java,2021-06-12,-1
Indonesia,West Java,2021-06-13,-3
Indonesia,West Java,2021-06-14,0
Indonesia,West Java,2021-06-15,-4
Indonesia,West Java,2021-06-16,-1
Indonesia,West Java,2021-06-17,-4
Indonesia,West Java,2021-06-18,-11
Indonesia,West Java,2021-06-19,-17
Indonesia,West Java,2021-06-20,-21
Indonesia,West Java,2021-06-21,-12
Indonesia,West Java,2021-06-22,-9
Indonesia,West Java,2021-06-23,-10
Indonesia,West Java,2021-06-24,-9
Indonesia,West Java,2021-06-25,-9
Indonesia,West Java,2021-06-26,-17
Indonesia,West Java,2021-06-27,-22
Indonesia,West Java,2021-06-28,-9
Indonesia,West Java,2021-06-29,-12
Indonesia,West Java,2021-06-30,-10
Indonesia,West Java,2021-07-01,-7
Indonesia,West Java,2021-07-02,-8
Indonesia,West Java,2021-07-03,-24
Indonesia,West Java,2021-07-04,-29
Indonesia,West Java,2021-07-05,-17
Indonesia,West Java,2021-07-06,-18
Indonesia,West Java,2021-07-07,-17
Indonesia,West Java,2021-07-08,-17
Indonesia,West Java,2021-07-09,-22
Indonesia,West Java,2021-07-10,-30
Indonesia,West Java,2021-07-11,-33
Indonesia,West Java,2021-07-12,-20
Indonesia,West Java,2021-07-13,-22
Indonesia,West Java,2021-07-14,-18
Indonesia,West Java,2021-07-15,-17
Indonesia,West Java,2021-07-16,-21
Indonesia,West Java,2021-07-17,-28
Indonesia,West Java,2021-07-18,-31
Indonesia,West Java,2021-07-19,-13
Indonesia,West Java,2021-07-20,-32
Indonesia,West Java,2021-07-21,-17
Indonesia,West Java,2021-07-22,-21
Indonesia,West Java,2021-07-23,-27
Indonesia,West Java,2021-07-24,-31
Indonesia,West Java,2021-07-25,-30
Indonesia,West Java,2021-07-26,-20
Indonesia,West Java,2021-07-27,-20
Indonesia,West Java,2021-07-28,-16
Indonesia,West Java,2021-07-29,-15
Indonesia,West Java,2021-07-30,-18
Indonesia,West Java,2021-07-31,-23
Indonesia,West Java,2021-08-01,-24
Indonesia,West Java,2021-08-02,-13
Indonesia,West Java,2021-08-03,-14
Indonesia,West Java,2021-08-04,-12
Indonesia,West Java,2021-08-05,-11
Indonesia,West Java,2021-08-06,-11
Indonesia,West Java,2021-08-07,-17
Indonesia,West Java,2021-08-08,-19
Indonesia,West Kalimantan,2020-02-15,-1
Indonesia,West Kalimantan,2020-02-16,-6
Indonesia,West Kalimantan,2020-02-17,-4
Indonesia,West Kalimantan,2020-02-18,-1
Indonesia,West Kalimantan,2020-02-19,-5
Indonesia,West Kalimantan,2020-02-20,-7
Indonesia,West Kalimantan,2020-02-21,-10
Indonesia,West Kalimantan,2020-02-22,-5
Indonesia,West Kalimantan,2020-02-23,-8
Indonesia,West Kalimantan,2020-02-24,-6
Indonesia,West Kalimantan,2020-02-25,-8
Indonesia,West Kalimantan,2020-02-26,-7
Indonesia,West Kalimantan,2020-02-27,-4
Indonesia,West Kalimantan,2020-02-28,-6
Indonesia,West Kalimantan,2020-02-29,1
Indonesia,West Kalimantan,2020-03-01,-9
Indonesia,West Kalimantan,2020-03-02,0
Indonesia,West Kalimantan,2020-03-03,-2
Indonesia,West Kalimantan,2020-03-04,-2
Indonesia,West Kalimantan,2020-03-05,-5
Indonesia,West Kalimantan,2020-03-06,-4
Indonesia,West Kalimantan,2020-03-07,2
Indonesia,West Kalimantan,2020-03-08,-3
Indonesia,West Kalimantan,2020-03-09,-2
Indonesia,West Kalimantan,2020-03-10,1
Indonesia,West Kalimantan,2020-03-11,-2
Indonesia,West Kalimantan,2020-03-12,-1
Indonesia,West Kalimantan,2020-03-13,-15
Indonesia,West Kalimantan,2020-03-14,0
Indonesia,West Kalimantan,2020-03-15,-15
Indonesia,West Kalimantan,2020-03-16,-14
Indonesia,West Kalimantan,2020-03-17,-12
Indonesia,West Kalimantan,2020-03-18,-20
Indonesia,West Kalimantan,2020-03-19,-23
Indonesia,West Kalimantan,2020-03-20,-32
Indonesia,West Kalimantan,2020-03-21,-31
Indonesia,West Kalimantan,2020-03-22,-43
Indonesia,West Kalimantan,2020-03-23,-38
Indonesia,West Kalimantan,2020-03-24,-37
Indonesia,West Kalimantan,2020-03-25,-49
Indonesia,West Kalimantan,2020-03-26,-44
Indonesia,West Kalimantan,2020-03-27,-47
Indonesia,West Kalimantan,2020-03-28,-51
Indonesia,West Kalimantan,2020-03-29,-56
Indonesia,West Kalimantan,2020-03-30,-45
Indonesia,West Kalimantan,2020-03-31,-44
Indonesia,West Kalimantan,2020-04-01,-44
Indonesia,West Kalimantan,2020-04-02,-45
Indonesia,West Kalimantan,2020-04-03,-47
Indonesia,West Kalimantan,2020-04-04,-50
Indonesia,West Kalimantan,2020-04-05,-57
Indonesia,West Kalimantan,2020-04-06,-43
Indonesia,West Kalimantan,2020-04-07,-42
Indonesia,West Kalimantan,2020-04-08,-43
Indonesia,West Kalimantan,2020-04-09,-42
Indonesia,West Kalimantan,2020-04-10,-52
Indonesia,West Kalimantan,2020-04-11,-52
Indonesia,West Kalimantan,2020-04-12,-52
Indonesia,West Kalimantan,2020-04-13,-41
Indonesia,West Kalimantan,2020-04-14,-40
Indonesia,West Kalimantan,2020-04-15,-42
Indonesia,West Kalimantan,2020-04-16,-43
Indonesia,West Kalimantan,2020-04-17,-46
Indonesia,West Kalimantan,2020-04-18,-48
Indonesia,West Kalimantan,2020-04-19,-51
Indonesia,West Kalimantan,2020-04-20,-44
Indonesia,West Kalimantan,2020-04-21,-46
