country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline
Indonesia,,2020-02-15,-2
Indonesia,,2020-02-16,-3
Indonesia,,2020-02-17,-3
Indonesia,,2020-02-18,-3
Indonesia,,2020-02-19,-3
Indonesia,,2020-02-20,-2
Indonesia,,2020-02-21,-2
Indonesia,,2020-02-22,0
Indonesia,,2020-02-23,-2
Indonesia,,2020-02-24,-2
Indonesia,,2020-02-25,-5
Indonesia,,2020-02-26,-2
Indonesia,,2020-02-27,0
Indonesia,,2020-02-28,1
Indonesia,,2020-02-29,2
Indonesia,,2020-03-01,1
Indonesia,,2020-03-02,5
Indonesia,,2020-03-03,3
Indonesia,,2020-03-04,0
Indonesia,,2020-03-05,4
Indonesia,,2020-03-06,2
Indonesia,,2020-03-07,3
Indonesia,,2020-03-08,1
Indonesia,,2020-03-09,2
Indonesia,,2020-03-10,3
Indonesia,,2020-03-11,3
Indonesia,,2020-03-12,2
Indonesia,,2020-03-13,2
Indonesia,,2020-03-14,-2
Indonesia,,2020-03-15,-7
Indonesia,,2020-03-16,-7
Indonesia,,2020-03-17,-9
Indonesia,,2020-03-18,-11
Indonesia,,2020-03-19,-16
Indonesia,,2020-03-20,-19
Indonesia,,2020-03-21,-23
Indonesia,,2020-03-22,-32
Indonesia,,2020-03-23,-27
Indonesia,,2020-03-24,-29
Indonesia,,2020-03-25,-38
Indonesia,,2020-03-26,-34
Indonesia,,2020-03-27,-36
Indonesia,,2020-03-28,-42
Indonesia,,2020-03-29,-47
Indonesia,,2020-03-30,-36
Indonesia,,2020-03-31,-35
Indonesia,,2020-04-01,-31
Indonesia,,2020-04-02,-33
Indonesia,,2020-04-03,-35
Indonesia,,2020-04-04,-40
Indonesia,,2020-04-05,-43
Indonesia,,2020-04-06,-34
Indonesia,,2020-04-07,-33
Indonesia,,2020-04-08,-34
Indonesia,,2020-04-09,-31
Indonesia,,2020-04-10,-43
Indonesia,,2020-04-11,-43
Indonesia,,2020-04-12,-46
Indonesia,,2020-04-13,-33
Indonesia,,2020-04-14,-34
Indonesia,,2020-04-15,-35
Indonesia,,2020-04-16,-34
Indonesia,,2020-04-17,-38
Indonesia,,2020-04-18,-43
Indonesia,,2020-04-19,-45
Indonesia,,2020-04-20,-34
Indonesia,,2020-04-21,-35
Indonesia,,2020-04-22,-34
Indonesia,,2020-04-23,-32
Indonesia,,2020-04-24,-49
Indonesia,,2020-04-25,-50
Indonesia,,2020-04-26,-53
Indonesia,,2020-04-27,-43
Indonesia,,2020-04-28,-43
Indonesia,,2020-04-29,-42
Indonesia,,2020-04-30,-40
Indonesia,,2020-05-01,-44
Indonesia,,2020-05-02,-46
Indonesia,,2020-05-03,-48
Indonesia,,2020-05-04,-38
Indonesia,,2020-05-05,-39
Indonesia,,2020-05-06,-38
Indonesia,,2020-05-07,-44
Indonesia,,2020-05-08,-44
Indonesia,,2020-05-09,-48
Indonesia,,2020-05-10,-48
Indonesia,,2020-05-11,-39
Indonesia,,2020-05-12,-38
Indonesia,,2020-05-13,-37
Indonesia,,2020-05-14,-36
Indonesia,,2020-05-15,-36
Indonesia,,2020-05-16,-37
Indonesia,,2020-05-17,-40
Indonesia,,2020-05-18,-33
Indonesia,,2020-05-19,-29
Indonesia,,2020-05-20,-26
Indonesia,,2020-05-21,-24
Indonesia,,2020-05-22,-27
Indonesia,,2020-05-23,-35
Indonesia,,2020-05-24,-51
Indonesia,,2020-05-25,-40
Indonesia,,2020-05-26,-36
Indonesia,,2020-05-27,-32
Indonesia,,2020-05-28,-32
Indonesia,,2020-05-29,-33
Indonesia,,2020-05-30,-37
Indonesia,,2020-05-31,-37
Indonesia,,2020-06-01,-28
Indonesia,,2020-06-02,-27
Indonesia,,2020-06-03,-27
Indonesia,,2020-06-04,-27
Indonesia,,2020-06-05,-30
Indonesia,,2020-06-06,-31
Indonesia,,2020-06-07,-32
Indonesia,,2020-06-08,-24
Indonesia,,2020-06-09,-26
Indonesia,,2020-06-10,-24
Indonesia,,2020-06-11,-23
Indonesia,,2020-06-12,-26
Indonesia,,2020-06-13,-28
Indonesia,,2020-06-14,-29
Indonesia,,2020-06-15,-21
Indonesia,,2020-06-16,-22
Indonesia,,2020-06-17,-22
Indonesia,,2020-06-18,-22
Indonesia,,2020-06-19,-24
Indonesia,,2020-06-20,-25
Indonesia,,2020-06-21,-28
Indonesia,,2020-06-22,-21
Indonesia,,2020-06-23,-22
Indonesia,,2020-06-24,-22
Indonesia,,2020-06-25,-21
Indonesia,,2020-06-26,-23
Indonesia,,2020-06-27,-23
Indonesia,,2020-06-28,-26
Indonesia,,2020-06-29,-19
Indonesia,,2020-06-30,-17
Indonesia,,2020-07-01,-16
Indonesia,,2020-07-02,-17
Indonesia,,2020-07-03,-18
Indonesia,,2020-07-04,-18
Indonesia,,2020-07-05,-20
Indonesia,,2020-07-06,-18
Indonesia,,2020-07-07,-14
Indonesia,,2020-07-08,-16
Indonesia,,2020-07-09,-16
Indonesia,,2020-07-10,-18
Indonesia,,2020-07-11,-19
Indonesia,,2020-07-12,-20
Indonesia,,2020-07-13,-16
Indonesia,,2020-07-14,-18
Indonesia,,2020-07-15,-17
Indonesia,,2020-07-16,-17
Indonesia,,2020-07-17,-19
Indonesia,,2020-07-18,-19
Indonesia,,2020-07-19,-21
Indonesia,,2020-07-20,-16
Indonesia,,2020-07-21,-18
Indonesia,,2020-07-22,-18
Indonesia,,2020-07-23,-19
Indonesia,,2020-07-24,-19
Indonesia,,2020-07-25,-18
Indonesia,,2020-07-26,-21
Indonesia,,2020-07-27,-16
Indonesia,,2020-07-28,-16
Indonesia,,2020-07-29,-14
Indonesia,,2020-07-30,-7
Indonesia,,2020-07-31,-29
Indonesia,,2020-08-01,-22
Indonesia,,2020-08-02,-20
Indonesia,,2020-08-03,-13
Indonesia,,2020-08-04,-14
Indonesia,,2020-08-05,-13
Indonesia,,2020-08-06,-13
Indonesia,,2020-08-07,-15
Indonesia,,2020-08-08,-15
Indonesia,,2020-08-09,-17
Indonesia,,2020-08-10,-11
Indonesia,,2020-08-11,-15
Indonesia,,2020-08-12,-12
Indonesia,,2020-08-13,-15
Indonesia,,2020-08-14,-14
Indonesia,,2020-08-15,-14
Indonesia,,2020-08-16,-15
Indonesia,,2020-08-17,-11
Indonesia,,2020-08-18,-14
Indonesia,,2020-08-19,-11
Indonesia,,2020-08-20,-12
Indonesia,,2020-08-21,-15
Indonesia,,2020-08-22,-18
Indonesia,,2020-08-23,-21
Indonesia,,2020-08-24,-14
Indonesia,,2020-08-25,-14
Indonesia,,2020-08-26,-14
Indonesia,,2020-08-27,-13
Indonesia,,2020-08-28,-15
Indonesia,,2020-08-29,-15
Indonesia,,2020-08-30,-15
Indonesia,,2020-08-31,-12
Indonesia,,2020-09-01,-11
Indonesia,,2020-09-02,-12
Indonesia,,2020-09-03,-13
Indonesia,,2020-09-04,-13
Indonesia,,2020-09-05,-13
Indonesia,,2020-09-06,-14
Indonesia,,2020-09-07,-11
Indonesia,,2020-09-08,-12
Indonesia,,2020-09-09,-13
Indonesia,,2020-09-10,-13
Indonesia,,2020-09-11,-14
Indonesia,,2020-09-12,-14
Indonesia,,2020-09-13,-17
Indonesia,,2020-09-14,-16
Indonesia,,2020-09-15,-17
Indonesia,,2020-09-16,-15
Indonesia,,2020-09-17,-16
Indonesia,,2020-09-18,-19
Indonesia,,2020-09-19,-19
Indonesia,,2020-09-20,-24
Indonesia,,2020-09-21,-19
Indonesia,,2020-09-22,-22
Indonesia,,2020-09-23,-23
Indonesia,,2020-09-24,-23
Indonesia,,2020-09-25,-24
Indonesia,,2020-09-26,-24
Indonesia,,2020-09-27,-26
Indonesia,,2020-09-28,-21
Indonesia,,2020-09-29,-22
Indonesia,,2020-09-30,-20
Indonesia,,2020-10-01,-20
Indonesia,,2020-10-02,-20
Indonesia,,2020-10-03,-19
Indonesia,,2020-10-04,-20
Indonesia,,2020-10-05,-17
Indonesia,,2020-10-06,-19
Indonesia,,2020-10-07,-18
Indonesia,,2020-10-08,-18
Indonesia,,2020-10-09,-20
Indonesia,,2020-10-10,-22
Indonesia,,2020-10-11,-19
Indonesia,,2020-10-12,-17
Indonesia,,2020-10-13,-19
Indonesia,,2020-10-14,-16
Indonesia,,2020-10-15,-16
Indonesia,,2020-10-16,-20
Indonesia,,2020-10-17,-17
Indonesia,,2020-10-18,-19
Indonesia,,2020-10-19,-20
Indonesia,,2020-10-20,-19
Indonesia,,2020-10-21,-20
Indonesia,,2020-10-22,-17
Indonesia,,2020-10-23,-18
Indonesia,,2020-10-24,-18
Indonesia,,2020-10-25,-19
Indonesia,,2020-10-26,-17
Indonesia,,2020-10-27,-16
Indonesia,,2020-10-28,-10
Indonesia,,2020-10-29,-9
Indonesia,,2020-10-30,-16
Indonesia,,2020-10-31,-23
Indonesia,,2020-11-01,-18
Indonesia,,2020-11-02,-15
Indonesia,,2020-11-03,-15
Indonesia,,2020-11-04,-14
Indonesia,,2020-11-05,-16
Indonesia,,2020-11-06,-16
Indonesia,,2020-11-07,-15
Indonesia,,2020-11-08,-17
Indonesia,,2020-11-09,-16
Indonesia,,2020-11-10,-16
Indonesia,,2020-11-11,-14
Indonesia,,2020-11-12,-14
Indonesia,,2020-11-13,-16
Indonesia,,2020-11-14,-16
Indonesia,,2020-11-15,-17
Indonesia,,2020-11-16,-16
Indonesia,,2020-11-17,-17
Indonesia,,2020-11-18,-16
Indonesia,,2020-11-19,-17
Indonesia,,2020-11-20,-17
Indonesia,,2020-11-21,-17
Indonesia,,2020-11-22,-19
Indonesia,,2020-11-23,-19
Indonesia,,2020-11-24,-19
Indonesia,,2020-11-25,-16
Indonesia,,2020-11-26,-14
Indonesia,,2020-11-27,-17
Indonesia,,2020-11-28,-17
Indonesia,,2020-11-29,-19
Indonesia,,2020-11-30,-14
Indonesia,,2020-12-01,-14
Indonesia,,2020-12-02,-13
Indonesia,,2020-12-03,-13
Indonesia,,2020-12-04,-15
Indonesia,,2020-12-05,-17
Indonesia,,2020-12-06,-18
Indonesia,,2020-12-07,-16
Indonesia,,2020-12-08,-13
Indonesia,,2020-12-09,-14
Indonesia,,2020-12-10,-14
Indonesia,,2020-12-11,-16
Indonesia,,2020-12-12,-19
Indonesia,,2020-12-13,-18
Indonesia,,2020-12-14,-15
Indonesia,,2020-12-15,-15
Indonesia,,2020-12-16,-14
Indonesia,,2020-12-17,-15
Indonesia,,2020-12-18,-16
Indonesia,,2020-12-19,-15
Indonesia,,2020-12-20,-15
Indonesia,,2020-12-21,-11
Indonesia,,2020-12-22,-11
Indonesia,,2020-12-23,-8
Indonesia,,2020-12-24,-7
Indonesia,,2020-12-25,-16
Indonesia,,2020-12-26,-19
Indonesia,,2020-12-27,-18
Indonesia,,2020-12-28,-12
Indonesia,,2020-12-29,-15
Indonesia,,2020-12-30,-12
Indonesia,,2020-12-31,-7
Indonesia,,2021-01-01,-25
Indonesia,,2021-01-02,-20
Indonesia,,2021-01-03,-21
Indonesia,,2021-01-04,-15
Indonesia,,2021-01-05,-18
Indonesia,,2021-01-06,-15
Indonesia,,2021-01-07,-16
Indonesia,,2021-01-08,-18
Indonesia,,2021-01-09,-22
Indonesia,,2021-01-10,-20
Indonesia,,2021-01-11,-18
Indonesia,,2021-01-12,-22
Indonesia,,2021-01-13,-23
Indonesia,,2021-01-14,-25
Indonesia,,2021-01-15,-30
Indonesia,,2021-01-16,-32
Indonesia,,2021-01-17,-32
Indonesia,,2021-01-18,-30
Indonesia,,2021-01-19,-29
Indonesia,,2021-01-20,-28
Indonesia,,2021-01-21,-27
Indonesia,,2021-01-22,-29
Indonesia,,2021-01-23,-27
Indonesia,,2021-01-24,-32
Indonesia,,2021-01-25,-25
Indonesia,,2021-01-26,-27
Indonesia,,2021-01-27,-26
Indonesia,,2021-01-28,-24
Indonesia,,2021-01-29,-27
Indonesia,,2021-01-30,-27
Indonesia,,2021-01-31,-24
Indonesia,,2021-02-01,-23
Indonesia,,2021-02-02,-22
Indonesia,,2021-02-03,-25
Indonesia,,2021-02-04,-24
Indonesia,,2021-02-05,-21
Indonesia,,2021-02-06,-26
Indonesia,,2021-02-07,-30
Indonesia,,2021-02-08,-23
Indonesia,,2021-02-09,-21
Indonesia,,2021-02-10,-20
Indonesia,,2021-02-11,-16
Indonesia,,2021-02-12,-22
Indonesia,,2021-02-13,-24
Indonesia,,2021-02-14,-26
Indonesia,,2021-02-15,-21
Indonesia,,2021-02-16,-23
Indonesia,,2021-02-17,-21
Indonesia,,2021-02-18,-24
Indonesia,,2021-02-19,-23
Indonesia,,2021-02-20,-25
Indonesia,,2021-02-21,-23
Indonesia,,2021-02-22,-21
Indonesia,,2021-02-23,-23
Indonesia,,2021-02-24,-22
Indonesia,,2021-02-25,-19
Indonesia,,2021-02-26,-19
Indonesia,,2021-02-27,-18
Indonesia,,2021-02-28,-17
Indonesia,,2021-03-01,-16
Indonesia,,2021-03-02,-18
Indonesia,,2021-03-03,-16
Indonesia,,2021-03-04,-17
Indonesia,,2021-03-05,-17
Indonesia,,2021-03-06,-18
Indonesia,,2021-03-07,-20
Indonesia,,2021-03-08,-18
Indonesia,,2021-03-09,-17
Indonesia,,2021-03-10,-14
Indonesia,,2021-03-11,-12
Indonesia,,2021-03-12,-18
Indonesia,,2021-03-13,-17
Indonesia,,2021-03-14,-20
Indonesia,,2021-03-15,-16
Indonesia,,2021-03-16,-18
Indonesia,,2021-03-17,-16
Indonesia,,2021-03-18,-17
Indonesia,,2021-03-19,-17
Indonesia,,2021-03-20,-16
Indonesia,,2021-03-21,-17
Indonesia,,2021-03-22,-17
Indonesia,,2021-03-23,-18
Indonesia,,2021-03-24,-16
Indonesia,,2021-03-25,-15
Indonesia,,2021-03-26,-14
Indonesia,,2021-03-27,-17
Indonesia,,2021-03-28,-16
Indonesia,,2021-03-29,-15
Indonesia,,2021-03-30,-17
Indonesia,,2021-03-31,-13
Indonesia,,2021-04-01,-9
Indonesia,,2021-04-02,-7
Indonesia,,2021-04-03,-12
Indonesia,,2021-04-04,-12
Indonesia,,2021-04-05,-10
Indonesia,,2021-04-06,-12
Indonesia,,2021-04-07,-10
Indonesia,,2021-04-08,-9
Indonesia,,2021-04-09,-8
Indonesia,,2021-04-10,-8
Indonesia,,2021-04-11,-8
Indonesia,,2021-04-12,-5
Indonesia,,2021-04-13,-30
Indonesia,,2021-04-14,-25
Indonesia,,2021-04-15,-22
Indonesia,,2021-04-16,-20
Indonesia,,2021-04-17,-23
Indonesia,,2021-04-18,-23
Indonesia,,2021-04-19,-18
Indonesia,,2021-04-20,-17
Indonesia,,2021-04-21,-15
Indonesia,,2021-04-22,-16
Indonesia,,2021-04-23,-16
Indonesia,,2021-04-24,-17
Indonesia,,2021-04-25,-17
Indonesia,,2021-04-26,-14
Indonesia,,2021-04-27,-14
Indonesia,,2021-04-28,-13
Indonesia,,2021-04-29,-9
Indonesia,,2021-04-30,-8
Indonesia,,2021-05-01,-6
Indonesia,,2021-05-02,-7
Indonesia,,2021-05-03,-2
Indonesia,,2021-05-04,-3
Indonesia,,2021-05-05,-1
Indonesia,,2021-05-06,-2
Indonesia,,2021-05-07,-2
Indonesia,,2021-05-08,-4
Indonesia,,2021-05-09,-2
Indonesia,,2021-05-10,6
Indonesia,,2021-05-11,8
Indonesia,,2021-05-12,6
Indonesia,,2021-05-13,-13
Indonesia,,2021-05-14,-8
Indonesia,,2021-05-15,-7
Indonesia,,2021-05-16,-5
Indonesia,,2021-05-17,1
Indonesia,,2021-05-18,-1
Indonesia,,2021-05-19,-1
Indonesia,,2021-05-20,-2
Indonesia,,2021-05-21,-5
Indonesia,,2021-05-22,-6
Indonesia,,2021-05-23,-6
Indonesia,,2021-05-24,-5
Indonesia,,2021-05-25,-1
Indonesia,,2021-05-26,4
Indonesia,,2021-05-27,0
Indonesia,,2021-05-28,-2
Indonesia,,2021-05-29,-5
Indonesia,,2021-05-30,-1
Indonesia,,2021-05-31,5
Indonesia,,2021-06-01,7
Indonesia,,2021-06-02,3
Indonesia,,2021-06-03,4
Indonesia,,2021-06-04,0
Indonesia,,2021-06-05,1
Indonesia,,2021-06-06,-1
Indonesia,,2021-06-07,2
Indonesia,,2021-06-08,1
Indonesia,,2021-06-09,2
Indonesia,,2021-06-10,2
Indonesia,,2021-06-11,-1
Indonesia,,2021-06-12,-2
Indonesia,,2021-06-13,-3
Indonesia,,2021-06-14,-1
Indonesia,,2021-06-15,-4
Indonesia,,2021-06-16,-2
Indonesia,,2021-06-17,-3
Indonesia,,2021-06-18,-7
Indonesia,,2021-06-19,-11
Indonesia,,2021-06-20,-13
Indonesia,,2021-06-21,-8
Indonesia,,2021-06-22,-8
Indonesia,,2021-06-23,-8
Indonesia,,2021-06-24,-10
Indonesia,,2021-06-25,-8
Indonesia,,2021-06-26,-13
Indonesia,,2021-06-27,-15
Indonesia,,2021-06-28,-8
Indonesia,,2021-06-29,-10
Indonesia,,2021-06-30,-10
Indonesia,,2021-07-01,-6
Indonesia,,2021-07-02,-8
Indonesia,,2021-07-03,-18
Indonesia,,2021-07-04,-22
Indonesia,,2021-07-05,-13
Indonesia,,2021-07-06,-15
Indonesia,,2021-07-07,-15
Indonesia,,2021-07-08,-17
Indonesia,,2021-07-09,-20
Indonesia,,2021-07-10,-25
Indonesia,,2021-07-11,-28
Indonesia,,2021-07-12,-19
Indonesia,,2021-07-13,-21
Indonesia,,2021-07-14,-19
Indonesia,,2021-07-15,-18
Indonesia,,2021-07-16,-22
Indonesia,,2021-07-17,-25
Indonesia,,2021-07-18,-28
Indonesia,,2021-07-19,-14
Indonesia,,2021-07-20,-35
Indonesia,,2021-07-21,-20
Indonesia,,2021-07-22,-21
Indonesia,,2021-07-23,-24
Indonesia,,2021-07-24,-26
Indonesia,,2021-07-25,-27
Indonesia,,2021-07-26,-18
Indonesia,,2021-07-27,-19
Indonesia,,2021-07-28,-18
Indonesia,,2021-07-29,-17
Indonesia,,2021-07-30,-19
Indonesia,,2021-07-31,-22
Indonesia,,2021-08-01,-22
Indonesia,,2021-08-02,-14
Indonesia,,2021-08-03,-15
Indonesia,,2021-08-04,-13
Indonesia,,2021-08-05,-13
Indonesia,,2021-08-06,-14
Indonesia,,2021-08-07,-16
Indonesia,,2021-08-08,-19
Indonesia,Aceh,2020-02-15,-1
Indonesia,Aceh,2020-02-16,4
Indonesia,Aceh,2020-02-17,4
Indonesia,Aceh,2020-02-18,0
Indonesia,Aceh,2020-02-19,-2
Indonesia,Aceh,2020-02-20,2
Indonesia,Aceh,2020-02-21,-1
Indonesia,Aceh,2020-02-22,0
Indonesia,Aceh,2020-02-23,0
Indonesia,Aceh,2020-02-24,1
Indonesia,Aceh,2020-02-25,-2
Indonesia,Aceh,2020-02-26,-2
Indonesia,Aceh,2020-02-27,0
Indonesia,Aceh,2020-02-28,-1
Indonesia,Aceh,2020-02-29,0
Indonesia,Aceh,2020-03-01,3
Indonesia,Aceh,2020-03-02,6
Indonesia,Aceh,2020-03-03,4
Indonesia,Aceh,2020-03-04,4
Indonesia,Aceh,2020-03-05,4
Indonesia,Aceh,2020-03-06,2
Indonesia,Aceh,2020-03-07,6
Indonesia,Aceh,2020-03-08,5
Indonesia,Aceh,2020-03-09,7
Indonesia,Aceh,2020-03-10,0
Indonesia,Aceh,2020-03-11,4
Indonesia,Aceh,2020-03-12,3
Indonesia,Aceh,2020-03-13,2
Indonesia,Aceh,2020-03-14,2
Indonesia,Aceh,2020-03-15,0
Indonesia,Aceh,2020-03-16,-1
Indonesia,Aceh,2020-03-17,-4
Indonesia,Aceh,2020-03-18,-4
Indonesia,Aceh,2020-03-19,-5
Indonesia,Aceh,2020-03-20,-9
Indonesia,Aceh,2020-03-21,-11
Indonesia,Aceh,2020-03-22,-14
Indonesia,Aceh,2020-03-23,-14
Indonesia,Aceh,2020-03-24,-21
Indonesia,Aceh,2020-03-25,-28
Indonesia,Aceh,2020-03-26,-31
Indonesia,Aceh,2020-03-27,-29
Indonesia,Aceh,2020-03-28,-36
Indonesia,Aceh,2020-03-29,-39
Indonesia,Aceh,2020-03-30,-40
Indonesia,Aceh,2020-03-31,-41
Indonesia,Aceh,2020-04-01,-39
Indonesia,Aceh,2020-04-02,-36
Indonesia,Aceh,2020-04-03,-37
Indonesia,Aceh,2020-04-04,-34
Indonesia,Aceh,2020-04-05,-28
Indonesia,Aceh,2020-04-06,-27
Indonesia,Aceh,2020-04-07,-21
Indonesia,Aceh,2020-04-08,-26
Indonesia,Aceh,2020-04-09,-23
Indonesia,Aceh,2020-04-10,-26
Indonesia,Aceh,2020-04-11,-24
Indonesia,Aceh,2020-04-12,-27
Indonesia,Aceh,2020-04-13,-19
Indonesia,Aceh,2020-04-14,-20
Indonesia,Aceh,2020-04-15,-20
Indonesia,Aceh,2020-04-16,-18
Indonesia,Aceh,2020-04-17,-22
Indonesia,Aceh,2020-04-18,-19
Indonesia,Aceh,2020-04-19,-19
Indonesia,Aceh,2020-04-20,-11
Indonesia,Aceh,2020-04-21,-12
Indonesia,Aceh,2020-04-22,-11
Indonesia,Aceh,2020-04-23,-19
Indonesia,Aceh,2020-04-24,-40
Indonesia,Aceh,2020-04-25,-39
Indonesia,Aceh,2020-04-26,-35
Indonesia,Aceh,2020-04-27,-32
Indonesia,Aceh,2020-04-28,-38
Indonesia,Aceh,2020-04-29,-32
Indonesia,Aceh,2020-04-30,-34
Indonesia,Aceh,2020-05-01,-35
Indonesia,Aceh,2020-05-02,-32
Indonesia,Aceh,2020-05-03,-31
Indonesia,Aceh,2020-05-04,-27
Indonesia,Aceh,2020-05-05,-28
Indonesia,Aceh,2020-05-06,-23
Indonesia,Aceh,2020-05-07,-35
Indonesia,Aceh,2020-05-08,-38
Indonesia,Aceh,2020-05-09,-29
Indonesia,Aceh,2020-05-10,-26
Indonesia,Aceh,2020-05-11,-20
Indonesia,Aceh,2020-05-12,-20
Indonesia,Aceh,2020-05-13,-25
Indonesia,Aceh,2020-05-14,-17
Indonesia,Aceh,2020-05-15,-16
Indonesia,Aceh,2020-05-16,-18
Indonesia,Aceh,2020-05-17,-12
Indonesia,Aceh,2020-05-18,-3
Indonesia,Aceh,2020-05-19,-10
Indonesia,Aceh,2020-05-20,0
Indonesia,Aceh,2020-05-21,7
Indonesia,Aceh,2020-05-22,-4
Indonesia,Aceh,2020-05-23,1
Indonesia,Aceh,2020-05-24,-23
Indonesia,Aceh,2020-05-25,-5
Indonesia,Aceh,2020-05-26,2
Indonesia,Aceh,2020-05-27,2
Indonesia,Aceh,2020-05-28,0
Indonesia,Aceh,2020-05-29,-8
Indonesia,Aceh,2020-05-30,-8
Indonesia,Aceh,2020-05-31,-5
Indonesia,Aceh,2020-06-01,-3
Indonesia,Aceh,2020-06-02,-5
Indonesia,Aceh,2020-06-03,-7
Indonesia,Aceh,2020-06-04,-9
Indonesia,Aceh,2020-06-05,-9
Indonesia,Aceh,2020-06-06,-8
Indonesia,Aceh,2020-06-07,-6
Indonesia,Aceh,2020-06-08,-3
Indonesia,Aceh,2020-06-09,-8
Indonesia,Aceh,2020-06-10,-6
Indonesia,Aceh,2020-06-11,-6
Indonesia,Aceh,2020-06-12,-6
Indonesia,Aceh,2020-06-13,-6
Indonesia,Aceh,2020-06-14,-6
Indonesia,Aceh,2020-06-15,-8
Indonesia,Aceh,2020-06-16,-3
Indonesia,Aceh,2020-06-17,-5
Indonesia,Aceh,2020-06-18,-6
Indonesia,Aceh,2020-06-19,-8
Indonesia,Aceh,2020-06-20,-6
Indonesia,Aceh,2020-06-21,-12
Indonesia,Aceh,2020-06-22,-5
Indonesia,Aceh,2020-06-23,-6
Indonesia,Aceh,2020-06-24,-8
Indonesia,Aceh,2020-06-25,-8
Indonesia,Aceh,2020-06-26,-8
Indonesia,Aceh,2020-06-27,-8
Indonesia,Aceh,2020-06-28,-8
Indonesia,Aceh,2020-06-29,-5
Indonesia,Aceh,2020-06-30,-8
Indonesia,Aceh,2020-07-01,-5
Indonesia,Aceh,2020-07-02,-2
Indonesia,Aceh,2020-07-03,-4
Indonesia,Aceh,2020-07-04,-5
Indonesia,Aceh,2020-07-05,-3
Indonesia,Aceh,2020-07-06,0
Indonesia,Aceh,2020-07-07,-3
Indonesia,Aceh,2020-07-08,-7
Indonesia,Aceh,2020-07-09,-1
Indonesia,Aceh,2020-07-10,-5
Indonesia,Aceh,2020-07-11,-8
Indonesia,Aceh,2020-07-12,-4
Indonesia,Aceh,2020-07-13,-2
Indonesia,Aceh,2020-07-14,-6
Indonesia,Aceh,2020-07-15,-6
Indonesia,Aceh,2020-07-16,-4
Indonesia,Aceh,2020-07-17,-10
Indonesia,Aceh,2020-07-18,-5
Indonesia,Aceh,2020-07-19,-7
Indonesia,Aceh,2020-07-20,-1
Indonesia,Aceh,2020-07-21,-10
Indonesia,Aceh,2020-07-22,-6
Indonesia,Aceh,2020-07-23,-6
Indonesia,Aceh,2020-07-24,-6
Indonesia,Aceh,2020-07-25,-6
Indonesia,Aceh,2020-07-26,-8
Indonesia,Aceh,2020-07-27,-2
Indonesia,Aceh,2020-07-28,-3
Indonesia,Aceh,2020-07-29,14
Indonesia,Aceh,2020-07-30,14
Indonesia,Aceh,2020-07-31,-22
Indonesia,Aceh,2020-08-01,-13
Indonesia,Aceh,2020-08-02,2
Indonesia,Aceh,2020-08-03,5
Indonesia,Aceh,2020-08-04,3
Indonesia,Aceh,2020-08-05,2
Indonesia,Aceh,2020-08-06,1
Indonesia,Aceh,2020-08-07,-4
Indonesia,Aceh,2020-08-08,-3
Indonesia,Aceh,2020-08-09,-1
Indonesia,Aceh,2020-08-10,1
Indonesia,Aceh,2020-08-11,-7
Indonesia,Aceh,2020-08-12,-2
Indonesia,Aceh,2020-08-13,-1
Indonesia,Aceh,2020-08-14,-1
Indonesia,Aceh,2020-08-15,-2
Indonesia,Aceh,2020-08-16,-3
Indonesia,Aceh,2020-08-17,-4
Indonesia,Aceh,2020-08-18,-4
Indonesia,Aceh,2020-08-19,-3
Indonesia,Aceh,2020-08-20,-4
Indonesia,Aceh,2020-08-21,-10
Indonesia,Aceh,2020-08-22,-8
Indonesia,Aceh,2020-08-23,-7
Indonesia,Aceh,2020-08-24,-2
Indonesia,Aceh,2020-08-25,-6
Indonesia,Aceh,2020-08-26,-5
Indonesia,Aceh,2020-08-27,-4
Indonesia,Aceh,2020-08-28,-10
Indonesia,Aceh,2020-08-29,-8
Indonesia,Aceh,2020-08-30,-7
Indonesia,Aceh,2020-08-31,-8
Indonesia,Aceh,2020-09-01,-2
Indonesia,Aceh,2020-09-02,-4
Indonesia,Aceh,2020-09-03,-4
Indonesia,Aceh,2020-09-04,-5
Indonesia,Aceh,2020-09-05,-10
Indonesia,Aceh,2020-09-06,-3
Indonesia,Aceh,2020-09-07,-1
Indonesia,Aceh,2020-09-08,-7
Indonesia,Aceh,2020-09-09,-6
Indonesia,Aceh,2020-09-10,-4
Indonesia,Aceh,2020-09-11,-10
Indonesia,Aceh,2020-09-12,-8
Indonesia,Aceh,2020-09-13,-7
Indonesia,Aceh,2020-09-14,-4
Indonesia,Aceh,2020-09-15,-8
Indonesia,Aceh,2020-09-16,-5
Indonesia,Aceh,2020-09-17,-6
Indonesia,Aceh,2020-09-18,-13
Indonesia,Aceh,2020-09-19,-10
Indonesia,Aceh,2020-09-20,-6
Indonesia,Aceh,2020-09-21,-4
Indonesia,Aceh,2020-09-22,-12
Indonesia,Aceh,2020-09-23,-17
Indonesia,Aceh,2020-09-24,-17
Indonesia,Aceh,2020-09-25,-18
Indonesia,Aceh,2020-09-26,-16
Indonesia,Aceh,2020-09-27,-14
Indonesia,Aceh,2020-09-28,-13
Indonesia,Aceh,2020-09-29,-16
Indonesia,Aceh,2020-09-30,-15
Indonesia,Aceh,2020-10-01,-13
